datetime,PRECTOTCORR,discharge_cfs,PRECTOTCORR_z,discharge_cfs_z
25-10-2007,1.01,133,-0.339471879,-0.390040077
26-10-2007,0.02,119,-0.455749989,-0.39757163
27-10-2007,0,107,-0.458099042,-0.404027246
28-10-2007,0,96.2,-0.458099042,-0.409837302
29-10-2007,0,90,-0.458099042,-0.413172704
30-10-2007,0,85.6,-0.458099042,-0.415539763
31-10-2007,0,82.3,-0.458099042,-0.417315058
01-11-2007,0,79.4,-0.458099042,-0.418875165
02-11-2007,0,77.1,-0.458099042,-0.420112492
03-11-2007,0,74.6,-0.458099042,-0.421457412
04-11-2007,0,72.4,-0.458099042,-0.422640942
05-11-2007,0,71.3,-0.458099042,-0.423232707
06-11-2007,0,69.9,-0.458099042,-0.423985862
07-11-2007,0,68,-0.458099042,-0.425008001
08-11-2007,0,66.4,-0.458099042,-0.42586875
09-11-2007,0,67,-0.458099042,-0.425545969
10-11-2007,0,69,-0.458099042,-0.424470033
11-11-2007,0,69.7,-0.458099042,-0.424093455
12-11-2007,0.02,69.5,-0.455749989,-0.424201049
13-11-2007,0.74,69.8,-0.371184091,-0.424039659
14-11-2007,3.87,70.3,-0.003557339,-0.423770675
15-11-2007,2.75,69.6,-0.135104292,-0.424147252
16-11-2007,0,68.8,-0.458099042,-0.424577627
17-11-2007,0.04,68.4,-0.453400936,-0.424792814
18-11-2007,4.3,70.3,0.046947295,-0.423770675
19-11-2007,0.04,71.7,-0.453400936,-0.423017519
20-11-2007,0.12,72.1,-0.444004725,-0.422802332
21-11-2007,3.31,74.9,-0.069330815,-0.421296021
22-11-2007,0.7,73.5,-0.375882196,-0.422049177
23-11-2007,0.1,74.7,-0.446353778,-0.421403615
24-11-2007,2.69,73.8,-0.14215145,-0.421887786
25-11-2007,11.82,76.9,0.93019112,-0.420220085
26-11-2007,18.58,111,1.724170942,-0.401875374
27-11-2007,0.01,151,-0.456924515,-0.380356651
28-11-2007,0,185,-0.458099042,-0.362065737
29-11-2007,0,175,-0.458099042,-0.367445417
30-11-2007,0,131,-0.458099042,-0.391116013
01-12-2007,0,112,-0.458099042,-0.401337406
02-12-2007,1.74,104,-0.253731455,-0.405641151
03-12-2007,0.22,94.9,-0.432259462,-0.41053666
04-12-2007,0,87.8,-0.458099042,-0.414356233
05-12-2007,0,83.8,-0.458099042,-0.416508106
06-12-2007,0,83,-0.458099042,-0.41693848
07-12-2007,0.01,83.2,-0.456924515,-0.416830886
08-12-2007,4.68,82.6,0.091579296,-0.417153667
09-12-2007,0.83,88.1,-0.360613354,-0.414194843
10-12-2007,0.01,93.4,-0.456924515,-0.411343612
11-12-2007,0.01,92.2,-0.456924515,-0.411989174
12-12-2007,0.43,89.8,-0.407594408,-0.413280297
13-12-2007,0.83,89.2,-0.360613354,-0.413603078
14-12-2007,0.07,88.9,-0.449877357,-0.413764468
15-12-2007,3.82,87,-0.009429971,-0.414786608
16-12-2007,0.09,85.5,-0.447528305,-0.41559356
17-12-2007,0,89.7,-0.458099042,-0.413334094
18-12-2007,0,90,-0.458099042,-0.413172704
19-12-2007,0.8,89.8,-0.364136933,-0.413280297
20-12-2007,40.97,134,4.35393547,-0.389502108
21-12-2007,0.56,345,-0.392325565,-0.275990845
22-12-2007,10.78,554,0.808040378,-0.163555518
23-12-2007,1.6,597,-0.270174824,-0.140422891
24-12-2007,0,481,-0.458099042,-0.202827188
25-12-2007,0.01,328,-0.456924515,-0.285136303
26-12-2007,3.37,246,-0.062283657,-0.329249684
27-12-2007,1.25,210,-0.311283246,-0.348616535
28-12-2007,6.56,191,0.312390253,-0.358837928
29-12-2007,1.14,229,-0.324203036,-0.338395142
30-12-2007,18.78,375,1.747661469,-0.259851803
31-12-2007,0.1,474,-0.446353778,-0.206592964
01-01-2008,0,392,-0.458099042,-0.250706346
02-01-2008,0,303,-0.458099042,-0.298585504
03-01-2008,0,233,-0.458099042,-0.336243269
04-01-2008,0,197,-0.458099042,-0.35561012
05-01-2008,0,172,-0.458099042,-0.369059322
06-01-2008,0.01,156,-0.456924515,-0.377666811
07-01-2008,0.06,145,-0.451051884,-0.38358446
08-01-2008,4.95,137,0.123291508,-0.387888204
09-01-2008,7.6,149,0.434540995,-0.381432587
10-01-2008,28.5,424,2.889301094,-0.233491368
11-01-2008,0.02,688,-0.455749989,-0.091467797
12-01-2008,0,597,-0.458099042,-0.140422891
13-01-2008,0,509,-0.458099042,-0.187764082
14-01-2008,0,362,-0.458099042,-0.266845388
15-01-2008,0.03,274,-0.454575463,-0.314186578
16-01-2008,16.74,238,1.508058091,-0.333553429
17-01-2008,0.06,284,-0.451051884,-0.308806898
18-01-2008,0.88,291,-0.354740722,-0.305041121
19-01-2008,16.82,296,1.517454302,-0.302351281
20-01-2008,0,352,-0.458099042,-0.272225069
21-01-2008,0.02,360,-0.455749989,-0.267921324
22-01-2008,4.53,354,0.073961401,-0.271149133
23-01-2008,1.34,332,-0.300712509,-0.28298443
24-01-2008,3.33,312,-0.066981763,-0.293743792
25-01-2008,9.52,321,0.660050056,-0.288902079
26-01-2008,13.42,537,1.118115338,-0.172700976
27-01-2008,0.24,910,-0.429910409,0.027961115
28-01-2008,0,1170,-0.458099042,0.167832814
29-01-2008,14.12,877,1.200332184,0.010208169
30-01-2008,0.07,955,-0.449877357,0.052169678
31-01-2008,32.66,1090,3.377904062,0.124795368
01-02-2008,0.01,1640,-0.456924515,0.420677807
02-02-2008,0.01,1630,-0.456924515,0.415298127
03-02-2008,3.25,1410,-0.076377974,0.296945151
04-02-2008,1.51,893,-0.280745561,0.018815658
05-02-2008,5.28,636,0.162050878,-0.119442137
06-02-2008,7.71,668,0.447460785,-0.102227158
07-02-2008,0,750,-0.458099042,-0.058113776
08-02-2008,0,828,-0.458099042,-0.016152267
09-02-2008,0,664,-0.458099042,-0.104379031
10-02-2008,0,440,-0.458099042,-0.224883879
11-02-2008,0,342,-0.458099042,-0.27760475
12-02-2008,15.91,305,1.410572403,-0.297509568
13-02-2008,2.1,670,-0.211448505,-0.101151222
14-02-2008,0,904,-0.458099042,0.024733307
15-02-2008,0.29,900,-0.424037777,0.022581434
16-02-2008,0.68,611,-0.378231249,-0.132891338
17-02-2008,20.35,583,1.932062108,-0.147954444
18-02-2008,0,841,-0.458099042,-0.009158682
19-02-2008,0,915,-0.458099042,0.030650955
20-02-2008,0.23,749,-0.431084935,-0.058651744
21-02-2008,40.13,538,4.255275255,-0.172163008
22-02-2008,27.67,3450,2.791815406,1.394400017
23-02-2008,0.06,7820,-0.451051884,3.74532049
24-02-2008,0.01,10900,-0.456924515,5.40226215
25-02-2008,0.56,11900,-0.392325565,5.940230222
26-02-2008,10.24,5490,0.744615954,2.491854883
27-02-2008,0,3130,-0.458099042,1.222250234
28-02-2008,0,1880,-0.458099042,0.549790145
29-02-2008,0.4,1160,-0.411117987,0.162453133
01-03-2008,0.28,883,-0.425212304,0.013435977
02-03-2008,0,744,-0.458099042,-0.061341585
03-03-2008,25,662,2.478216867,-0.105454967
04-03-2008,16.35,4870,1.462251563,2.158314678
05-03-2008,0,6770,-0.458099042,3.180454014
06-03-2008,5.32,6550,0.166748984,3.062101039
07-03-2008,14.03,5150,1.189761446,2.308945739
08-03-2008,0.2,3790,-0.434608515,1.577309161
09-03-2008,0,3040,-0.458099042,1.173833108
10-03-2008,0.1,1980,-0.446353778,0.603586952
11-03-2008,6.35,1180,0.287725199,0.173212494
12-03-2008,0,973,-0.458099042,0.061853104
13-03-2008,0,899,-0.458099042,0.022043466
14-03-2008,0.35,812,-0.416990619,-0.024759756
15-03-2008,0.03,666,-0.454575463,-0.103303094
16-03-2008,0,568,-0.458099042,-0.156023965
17-03-2008,0,488,-0.458099042,-0.199061411
18-03-2008,4.51,435,0.071612348,-0.227573719
19-03-2008,9.18,446,0.62011616,-0.22165607
20-03-2008,0,568,-0.458099042,-0.156023965
21-03-2008,0,653,-0.458099042,-0.110296679
22-03-2008,0,636,-0.458099042,-0.119442137
23-03-2008,0,481,-0.458099042,-0.202827188
24-03-2008,0,397,-0.458099042,-0.248016506
25-03-2008,0,347,-0.458099042,-0.274914909
26-03-2008,0,314,-0.458099042,-0.292667856
27-03-2008,0,292,-0.458099042,-0.304503153
28-03-2008,0.02,280,-0.455749989,-0.31095877
29-03-2008,3.16,267,-0.086948711,-0.317952355
30-03-2008,0.13,257,-0.442830199,-0.323332036
31-03-2008,1.98,246,-0.225542822,-0.329249684
01-04-2008,19.22,298,1.799340629,-0.301275345
02-04-2008,4.86,604,0.112720771,-0.136657115
03-04-2008,0.04,793,-0.453400936,-0.034981149
04-04-2008,11.59,702,0.903177014,-0.083936244
05-04-2008,12.4,565,0.998313649,-0.15763787
06-04-2008,0.03,563,-0.454575463,-0.158713806
07-04-2008,0,918,-0.458099042,0.03226486
08-04-2008,0,762,-0.458099042,-0.051658159
09-04-2008,0,494,-0.458099042,-0.195833603
10-04-2008,0.02,371,-0.455749989,-0.262003675
11-04-2008,13.13,312,1.084054074,-0.293743792
12-04-2008,0.7,281,-0.375882196,-0.310420802
13-04-2008,0,250,-0.458099042,-0.327097812
14-04-2008,0,219,-0.458099042,-0.343774822
15-04-2008,0,200,-0.458099042,-0.353996216
16-04-2008,0,187,-0.458099042,-0.360989801
17-04-2008,0,177,-0.458099042,-0.366369481
18-04-2008,19.8,170,1.867463158,-0.370135258
19-04-2008,0,182,-0.458099042,-0.363679641
20-04-2008,0,187,-0.458099042,-0.360989801
21-04-2008,0,386,-0.458099042,-0.253934154
22-04-2008,0.8,254,-0.364136933,-0.32494594
23-04-2008,0,200,-0.458099042,-0.353996216
24-04-2008,0,168,-0.458099042,-0.371211194
25-04-2008,0.02,146,-0.455749989,-0.383046492
26-04-2008,21.98,141,2.123509905,-0.385736332
27-04-2008,13.19,346,1.091101232,-0.275452877
28-04-2008,0.31,804,-0.421688725,-0.0290635
29-04-2008,0,536,-0.458099042,-0.173238944
30-04-2008,0,466,-0.458099042,-0.210896709
01-05-2008,0,378,-0.458099042,-0.258237899
02-05-2008,16.12,297,1.435237456,-0.301813313
03-05-2008,19.87,300,1.875684843,-0.300199409
04-05-2008,0,463,-0.458099042,-0.212510613
05-05-2008,0,731,-0.458099042,-0.06833517
06-05-2008,0,537,-0.458099042,-0.172700976
07-05-2008,0,349,-0.458099042,-0.273838973
08-05-2008,1.09,271,-0.330075668,-0.315800483
09-05-2008,0,231,-0.458099042,-0.337319205
10-05-2008,0.19,210,-0.435783041,-0.348616535
11-05-2008,0.07,186,-0.449877357,-0.361527769
12-05-2008,0,172,-0.458099042,-0.369059322
13-05-2008,0.16,160,-0.43930662,-0.375514939
14-05-2008,2.25,154,-0.19383061,-0.378742747
15-05-2008,68.12,537,7.542774547,-0.172700976
16-05-2008,0.51,3470,-0.398198197,1.405159378
17-05-2008,0,6510,-0.458099042,3.040582316
18-05-2008,0.01,7470,-0.456924515,3.557031665
19-05-2008,0,3010,-0.458099042,1.157694065
20-05-2008,0,1190,-0.458099042,0.178592175
21-05-2008,0.15,586,-0.440481146,-0.14634054
22-05-2008,11.41,414,0.882035539,-0.238871048
23-05-2008,5.96,432,0.241918671,-0.229187623
24-05-2008,2.26,736,-0.192656084,-0.065645329
25-05-2008,0.54,1110,-0.394674618,0.135554729
26-05-2008,6.22,1320,0.272456356,0.248528024
27-05-2008,0.73,1610,-0.372358617,0.404538765
28-05-2008,3.84,1140,-0.007080918,0.151693772
29-05-2008,1.67,731,-0.261953139,-0.06833517
30-05-2008,0.01,505,-0.456924515,-0.189915954
31-05-2008,0.01,323,-0.456924515,-0.287826143
01-06-2008,9.81,301,0.694111321,-0.29966144
02-06-2008,1,325,-0.340646405,-0.286750207
03-06-2008,0,251,-0.458099042,-0.326559844
04-06-2008,0,209,-0.458099042,-0.349154503
05-06-2008,0.02,181,-0.455749989,-0.364217609
06-06-2008,0.11,161,-0.445179252,-0.37497697
07-06-2008,0.01,148,-0.456924515,-0.381970555
08-06-2008,0,137,-0.458099042,-0.387888204
09-06-2008,2.94,130,-0.112788291,-0.391653981
10-06-2008,2.14,124,-0.2067504,-0.394881789
11-06-2008,3.88,121,-0.002382813,-0.396495693
12-06-2008,1.43,116,-0.290141772,-0.399185534
13-06-2008,5.63,113,0.203159301,-0.400799438
14-06-2008,21.84,114,2.107066536,-0.40026147
15-06-2008,2.56,146,-0.157420293,-0.383046492
16-06-2008,0.57,124,-0.391151039,-0.394881789
17-06-2008,6.52,120,0.307692147,-0.397033661
18-06-2008,0,128,-0.458099042,-0.392729917
19-06-2008,0,117,-0.458099042,-0.398647566
20-06-2008,7.95,107,0.475649417,-0.404027246
21-06-2008,4.8,146,0.105673613,-0.383046492
22-06-2008,0.03,198,-0.454575463,-0.355072152
23-06-2008,0.02,156,-0.455749989,-0.377666811
24-06-2008,0.13,126,-0.442830199,-0.393805853
25-06-2008,2.67,124,-0.144500503,-0.394881789
26-06-2008,3.22,222,-0.079901553,-0.342160918
27-06-2008,10.65,124,0.792771535,-0.394881789
28-06-2008,7.17,108,0.384036361,-0.403489278
29-06-2008,3.28,126,-0.072854395,-0.393805853
30-06-2008,0.66,117,-0.380580302,-0.398647566
01-07-2008,0,106,-0.458099042,-0.404565214
02-07-2008,0.03,98.3,-0.454575463,-0.408707569
03-07-2008,2.04,95.4,-0.218495664,-0.410267676
04-07-2008,3.48,88.5,-0.049363867,-0.413979656
05-07-2008,3.97,82.9,0.008187925,-0.416992277
06-07-2008,11.42,80.1,0.883210065,-0.418498587
07-07-2008,1,170,-0.340646405,-0.370135258
08-07-2008,0.47,132,-0.402896303,-0.390578045
09-07-2008,1.69,106,-0.259604086,-0.404565214
10-07-2008,5.64,112,0.204333827,-0.401337406
11-07-2008,2.37,107,-0.179736294,-0.404027246
12-07-2008,0.23,94,-0.431084935,-0.411020831
13-07-2008,0.77,82.7,-0.367660512,-0.417099871
14-07-2008,0.33,76.8,-0.419339672,-0.420273882
15-07-2008,0,72.5,-0.458099042,-0.422587145
16-07-2008,1.52,69.9,-0.279571035,-0.423985862
17-07-2008,1.7,68.3,-0.25842956,-0.424846611
18-07-2008,0.42,68.4,-0.408768935,-0.424792814
19-07-2008,0.05,67.2,-0.45222641,-0.425438376
20-07-2008,0.17,66.2,-0.438132094,-0.425976344
21-07-2008,0.58,64.3,-0.389976513,-0.426998483
22-07-2008,2.55,63,-0.158594819,-0.427697842
23-07-2008,12.77,60.3,1.041771124,-0.429150355
24-07-2008,3.26,68.9,-0.075203447,-0.42452383
25-07-2008,3.75,75.7,-0.017651655,-0.420865647
26-07-2008,9.05,92.9,0.604847317,-0.411612596
27-07-2008,16.1,87.1,1.432888404,-0.414732811
28-07-2008,0.73,76.5,-0.372358617,-0.420435273
29-07-2008,1.96,82.1,-0.227891875,-0.417422651
30-07-2008,1.44,74.5,-0.288967245,-0.421511209
31-07-2008,4.68,74.9,0.091579296,-0.421296021
01-08-2008,4.97,74.9,0.125640561,-0.421296021
02-08-2008,4.01,70.9,0.01288603,-0.423447894
03-08-2008,1.03,103,-0.337122826,-0.406179119
04-08-2008,0.43,90.4,-0.407594408,-0.412957516
05-08-2008,2.66,77.1,-0.145675029,-0.420112492
06-08-2008,0.2,67.4,-0.434608515,-0.425330782
07-08-2008,13.47,65.6,1.12398797,-0.426299125
08-08-2008,0.93,76.8,-0.34886809,-0.420273882
09-08-2008,0,65.5,-0.458099042,-0.426352921
10-08-2008,1.22,62.2,-0.314806825,-0.428128216
11-08-2008,12.04,71.6,0.9560307,-0.423071316
12-08-2008,49.05,107,5.302952771,-0.404027246
13-08-2008,3.94,385,0.004664345,-0.254472122
14-08-2008,0.02,261,-0.455749989,-0.321180163
15-08-2008,14.05,161,1.192110499,-0.37497697
16-08-2008,8.09,125,0.492092786,-0.394343821
17-08-2008,4.55,215,0.076310454,-0.345926695
18-08-2008,1.82,240,-0.244335244,-0.332477493
19-08-2008,15.98,174,1.418794087,-0.367983386
20-08-2008,11.22,190,0.859719538,-0.359375896
21-08-2008,4.04,173,0.016409609,-0.368521354
22-08-2008,0.24,146,-0.429910409,-0.383046492
23-08-2008,26.78,164,2.68728256,-0.373363066
24-08-2008,29.62,292,3.020848047,-0.304503153
25-08-2008,16.18,431,1.442284614,-0.229725591
26-08-2008,1.19,653,-0.318330405,-0.110296679
27-08-2008,0.01,768,-0.456924515,-0.048430351
28-08-2008,2.26,521,-0.192656084,-0.181308465
29-08-2008,0.01,321,-0.456924515,-0.288902079
30-08-2008,2.26,221,-0.192656084,-0.342698886
31-08-2008,6.19,166,0.268932777,-0.37228713
01-09-2008,28.77,158,2.921013306,-0.376590875
02-09-2008,42.01,3070,4.476086211,1.18997215
03-09-2008,3.69,7830,-0.024698814,3.75070017
04-09-2008,9.29,7040,0.63303595,3.325705394
05-09-2008,7.98,6650,0.479172996,3.115897846
06-09-2008,0.17,4160,-0.438132094,1.776357348
07-09-2008,0,2810,-0.458099042,1.050100451
08-09-2008,6.34,1530,0.286550673,0.361501319
09-09-2008,3.48,1200,-0.049363867,0.183971856
10-09-2008,0.21,832,-0.433433988,-0.014000394
11-09-2008,1.82,676,-0.244335244,-0.097923414
12-09-2008,1.19,528,-0.318330405,-0.177542688
13-09-2008,0.65,426,-0.381754828,-0.232415432
14-09-2008,7.2,359,0.38755994,-0.268459292
15-09-2008,0.4,318,-0.411117987,-0.290515983
16-09-2008,0,288,-0.458099042,-0.306655025
17-09-2008,0,263,-0.458099042,-0.320104227
18-09-2008,0.14,243,-0.441655673,-0.330863589
19-09-2008,11.56,230,0.899653434,-0.337857174
20-09-2008,10.99,245,0.832705432,-0.329787652
21-09-2008,0.29,537,-0.424037777,-0.172700976
22-09-2008,0,1730,-0.458099042,0.469094934
23-09-2008,0,1250,-0.458099042,0.210870259
24-09-2008,0,589,-0.458099042,-0.144726636
25-09-2008,0.01,361,-0.456924515,-0.267383356
26-09-2008,0,282,-0.458099042,-0.309882834
27-09-2008,0.01,237,-0.456924515,-0.334091397
28-09-2008,0.01,206,-0.456924515,-0.350768407
29-09-2008,0,185,-0.458099042,-0.362065737
30-09-2008,0,169,-0.458099042,-0.370673226
01-10-2008,0,157,-0.458099042,-0.377128843
02-10-2008,0.01,146,-0.456924515,-0.383046492
03-10-2008,0,138,-0.458099042,-0.387350236
04-10-2008,0,131,-0.458099042,-0.391116013
05-10-2008,0,126,-0.458099042,-0.393805853
06-10-2008,1.75,121,-0.252556928,-0.396495693
07-10-2008,23.38,122,2.287943596,-0.395957725
08-10-2008,2.49,138,-0.165641977,-0.387350236
09-10-2008,0.01,289,-0.456924515,-0.306117057
10-10-2008,0,242,-0.458099042,-0.331401557
11-10-2008,0.02,220,-0.455749989,-0.343236854
12-10-2008,0.06,173,-0.451051884,-0.368521354
13-10-2008,0.09,148,-0.447528305,-0.381970555
14-10-2008,0,133,-0.458099042,-0.390040077
15-10-2008,0,124,-0.458099042,-0.394881789
16-10-2008,0.17,118,-0.438132094,-0.398109598
17-10-2008,9.2,121,0.622465213,-0.396495693
18-10-2008,0,128,-0.458099042,-0.392729917
19-10-2008,0,122,-0.458099042,-0.395957725
20-10-2008,0,114,-0.458099042,-0.40026147
21-10-2008,0,109,-0.458099042,-0.40295131
22-10-2008,3.06,105,-0.098693975,-0.405103183
23-10-2008,2.84,106,-0.124533555,-0.404565214
24-10-2008,3.62,112,-0.032920498,-0.401337406
25-10-2008,0.03,118,-0.454575463,-0.398109598
26-10-2008,0,113,-0.458099042,-0.400799438
27-10-2008,0,105,-0.458099042,-0.405103183
28-10-2008,0,99.5,-0.458099042,-0.408062007
29-10-2008,0,96.1,-0.458099042,-0.409891098
30-10-2008,0,95.2,-0.458099042,-0.41037527
31-10-2008,0,95.5,-0.458099042,-0.410213879
01-11-2008,0,94.8,-0.458099042,-0.410590457
02-11-2008,0,93.8,-0.458099042,-0.411128425
03-11-2008,0,92.3,-0.458099042,-0.411935377
04-11-2008,0,91.6,-0.458099042,-0.412311955
05-11-2008,0,91.2,-0.458099042,-0.412527142
06-11-2008,0.47,90.4,-0.402896303,-0.412957516
07-11-2008,1.7,90.3,-0.25842956,-0.413011313
08-11-2008,0,88.4,-0.458099042,-0.414033452
09-11-2008,0,86.5,-0.458099042,-0.415055592
10-11-2008,0,85.3,-0.458099042,-0.415701154
11-11-2008,0.08,85.3,-0.448702831,-0.415701154
12-11-2008,13.65,97,1.145129444,-0.409406927
13-11-2008,1,148,-0.340646405,-0.381970555
14-11-2008,4.81,133,0.106848139,-0.390040077
15-11-2008,0.96,124,-0.345344511,-0.394881789
16-11-2008,0,129,-0.458099042,-0.392191949
17-11-2008,0,123,-0.458099042,-0.395419757
18-11-2008,0,113,-0.458099042,-0.400799438
19-11-2008,0,107,-0.458099042,-0.404027246
20-11-2008,0,102,-0.458099042,-0.406717087
21-11-2008,0,98.8,-0.458099042,-0.408438585
22-11-2008,0.04,97.4,-0.453400936,-0.40919174
23-11-2008,0.15,98.1,-0.440481146,-0.408815162
24-11-2008,10.58,102,0.784549851,-0.406717087
25-11-2008,0,114,-0.458099042,-0.40026147
26-11-2008,0,128,-0.458099042,-0.392729917
27-11-2008,4.1,128,0.023456767,-0.392729917
28-11-2008,59.04,180,6.476304609,-0.364755577
29-11-2008,13.51,3090,1.128686075,1.200731511
30-11-2008,3.63,2930,-0.031745972,1.11465662
01-12-2008,0.01,2030,-0.456924515,0.630485355
02-12-2008,0,1300,-0.458099042,0.237768663
03-12-2008,1.22,627,-0.314806825,-0.124283849
04-12-2008,23.49,514,2.300863386,-0.185074241
05-12-2008,0,741,-0.458099042,-0.062955489
06-12-2008,0,930,-0.458099042,0.038720477
07-12-2008,0,752,-0.458099042,-0.05703784
08-12-2008,0,530,-0.458099042,-0.176466752
09-12-2008,27.08,424,2.722518351,-0.233491368
10-12-2008,19.71,3550,1.856892421,1.448196824
11-12-2008,44.73,8320,4.795557382,4.014304525
12-12-2008,0,10200,-0.458099042,5.0256845
13-12-2008,0.04,11500,-0.453400936,5.725042993
14-12-2008,1.02,10100,-0.338297353,4.971887693
15-12-2008,12.85,4970,1.051167335,2.212111486
16-12-2008,7.02,2860,0.366418465,1.076998855
17-12-2008,0.95,2760,-0.346519037,1.023202047
18-12-2008,0.12,2680,-0.444004725,0.980164602
19-12-2008,0.01,2220,-0.456924515,0.732699289
20-12-2008,0.21,1380,-0.433433988,0.280806109
21-12-2008,0.29,949,-0.424037777,0.04894187
22-12-2008,0,774,-0.458099042,-0.045202543
23-12-2008,0.15,654,-0.440481146,-0.109758711
24-12-2008,9.68,587,0.678842478,-0.145802572
25-12-2008,2.16,561,-0.204401347,-0.159789742
26-12-2008,0.08,687,-0.448702831,-0.092005765
27-12-2008,4.19,979,0.034027505,0.065080912
28-12-2008,8.36,901,0.523804998,0.023119402
29-12-2008,1.92,1060,-0.23258998,0.108656326
30-12-2008,0,1370,-0.458099042,0.275426428
31-12-2008,0,1060,-0.458099042,0.108656326
01-01-2009,0.02,728,-0.455749989,-0.069949074
02-01-2009,1.44,593,-0.288967245,-0.142574764
03-01-2009,11.93,567,0.94311091,-0.156561933
04-01-2009,5.82,736,0.225475302,-0.065645329
05-01-2009,12.78,1530,1.042945651,0.361501319
06-01-2009,39.94,2220,4.232959254,0.732699289
07-01-2009,0.37,5990,-0.414641566,2.760838919
08-01-2009,0,6180,-0.458099042,2.863052852
09-01-2009,0.06,7650,-0.451051884,3.653865917
10-01-2009,10.81,4910,0.811563957,2.179833401
11-01-2009,0.19,2820,-0.435783041,1.055480132
12-01-2009,0,1850,-0.458099042,0.533651102
13-01-2009,0,1130,-0.458099042,0.146314091
14-01-2009,0,881,-0.458099042,0.012360041
15-01-2009,0,738,-0.458099042,-0.064569393
16-01-2009,0,642,-0.458099042,-0.116214328
17-01-2009,0.33,578,-0.419339672,-0.150644285
18-01-2009,3.57,558,-0.03879313,-0.161403646
19-01-2009,0,580,-0.458099042,-0.149568349
20-01-2009,0,546,-0.458099042,-0.167859263
21-01-2009,0,494,-0.458099042,-0.195833603
22-01-2009,0,457,-0.458099042,-0.215738421
23-01-2009,0.32,436,-0.420514198,-0.227035751
24-01-2009,3.58,425,-0.037618604,-0.2329534
25-01-2009,0.11,425,-0.445179252,-0.2329534
26-01-2009,0.02,424,-0.455749989,-0.233491368
27-01-2009,1.11,415,-0.327726615,-0.23833308
28-01-2009,4.51,419,0.071612348,-0.236181208
29-01-2009,0,448,-0.458099042,-0.220580134
30-01-2009,0,450,-0.458099042,-0.219504198
31-01-2009,0,425,-0.458099042,-0.2329534
01-02-2009,0.28,399,-0.425212304,-0.246940569
02-02-2009,17.39,463,1.584402304,-0.212510613
03-02-2009,0,844,-0.458099042,-0.007544778
04-02-2009,0,755,-0.458099042,-0.055423936
05-02-2009,0,624,-0.458099042,-0.125897753
06-02-2009,0,505,-0.458099042,-0.189915954
07-02-2009,0,436,-0.458099042,-0.227035751
08-02-2009,0,399,-0.458099042,-0.246940569
09-02-2009,0.24,380,-0.429910409,-0.257161963
10-02-2009,2.32,380,-0.185608925,-0.257161963
11-02-2009,4.58,435,0.079834033,-0.227573719
12-02-2009,0,445,-0.458099042,-0.222194038
13-02-2009,38.04,547,4.009799245,-0.167321295
14-02-2009,3.56,3500,-0.039967656,1.42129842
15-02-2009,0.57,4280,-0.391151039,1.840913516
16-02-2009,0,4030,-0.458099042,1.706421498
17-02-2009,0.41,2770,-0.409943461,1.028581728
18-02-2009,4.95,1450,0.123291508,0.318463874
19-02-2009,0,912,-0.458099042,0.029037051
20-02-2009,0,765,-0.458099042,-0.050044255
21-02-2009,1.57,663,-0.273698403,-0.104916999
22-02-2009,0.02,594,-0.455749989,-0.142036796
23-02-2009,0,535,-0.458099042,-0.173776912
24-02-2009,0,485,-0.458099042,-0.200675315
25-02-2009,0,454,-0.458099042,-0.217352326
26-02-2009,0.35,430,-0.416990619,-0.230263559
27-02-2009,5.05,409,0.135036772,-0.241560889
28-02-2009,5.16,402,0.147956562,-0.245326665
01-03-2009,0.89,499,-0.353566195,-0.193143762
02-03-2009,0,541,-0.458099042,-0.170549103
03-03-2009,0,532,-0.458099042,-0.175390816
04-03-2009,0,444,-0.458099042,-0.222732006
05-03-2009,0,393,-0.458099042,-0.250168378
06-03-2009,0,363,-0.458099042,-0.26630742
07-03-2009,0,345,-0.458099042,-0.275990845
08-03-2009,0.01,338,-0.456924515,-0.279756622
09-03-2009,0,325,-0.458099042,-0.286750207
10-03-2009,0,312,-0.458099042,-0.293743792
11-03-2009,0,301,-0.458099042,-0.29966144
12-03-2009,0.49,288,-0.40054725,-0.306655025
13-03-2009,17.59,282,1.607892832,-0.309882834
14-03-2009,35.43,507,3.703247864,-0.188840018
15-03-2009,13.75,2440,1.156874708,0.851052265
16-03-2009,15.65,4460,1.380034717,1.937747769
17-03-2009,0.05,5090,-0.45222641,2.276667654
18-03-2009,0,4250,-0.458099042,1.824774474
19-03-2009,0,2940,-0.458099042,1.1200363
20-03-2009,0,1570,-0.458099042,0.383020042
21-03-2009,0,855,-0.458099042,-0.001627129
22-03-2009,0,654,-0.458099042,-0.109758711
23-03-2009,0,553,-0.458099042,-0.164093486
24-03-2009,3.22,493,-0.079901553,-0.196371571
25-03-2009,56.86,1200,6.220257861,0.183971856
26-03-2009,24.31,5340,2.397174548,2.411159672
27-03-2009,61.22,9900,6.732351356,4.864294078
28-03-2009,23.34,14400,2.283245491,7.285150401
29-03-2009,0,18700,-0.458099042,9.598413108
30-03-2009,0,17900,-0.458099042,9.168038651
31-03-2009,4.81,10900,0.106848139,5.40226215
01-04-2009,0.02,4360,-0.455749989,1.883950962
02-04-2009,9.07,2740,0.60719637,1.012442686
03-04-2009,0.01,2230,-0.456924515,0.73807897
04-04-2009,0.01,2550,-0.456924515,0.910228752
05-04-2009,2.56,2100,-0.157420293,0.66814312
