datetime,PRECTOTCORR,discharge_cfs,PRECTOTCORR_z,discharge_cfs_z
06-04-2009,0,1320,-0.458099042,0.248528024
07-04-2009,0,1000,-0.458099042,0.076378242
08-04-2009,0,852,-0.458099042,-0.003241033
09-04-2009,0.02,751,-0.455749989,-0.057575808
10-04-2009,0.14,681,-0.441655673,-0.095233573
11-04-2009,0,618,-0.458099042,-0.129125562
12-04-2009,25.14,610,2.494660236,-0.133429306
13-04-2009,41.43,3280,4.407963682,1.302945445
14-04-2009,0.17,2640,-0.438132094,0.958645879
15-04-2009,0,2440,-0.458099042,0.851052265
16-04-2009,0,1560,-0.458099042,0.377640362
17-04-2009,0.41,935,-0.409943461,0.041410317
18-04-2009,1.12,732,-0.326552089,-0.067797202
19-04-2009,7.2,662,0.38755994,-0.105454967
20-04-2009,0.02,629,-0.455749989,-0.123207913
21-04-2009,0.08,575,-0.448702831,-0.152258189
22-04-2009,0.03,519,-0.454575463,-0.182384401
23-04-2009,0,471,-0.458099042,-0.208206868
24-04-2009,0,434,-0.458099042,-0.228111687
25-04-2009,0,404,-0.458099042,-0.244250729
26-04-2009,0,379,-0.458099042,-0.257699931
27-04-2009,0,359,-0.458099042,-0.268459292
28-04-2009,0.8,343,-0.364136933,-0.277066781
29-04-2009,0,328,-0.458099042,-0.285136303
30-04-2009,1.24,319,-0.312457773,-0.289978015
01-05-2009,0.02,312,-0.455749989,-0.293743792
02-05-2009,0.47,303,-0.402896303,-0.298585504
03-05-2009,23.13,300,2.258580437,-0.300199409
04-05-2009,18.14,414,1.672491782,-0.238871048
05-05-2009,2.66,444,-0.145675029,-0.222732006
06-05-2009,14.57,413,1.25318587,-0.239409016
07-05-2009,6.35,523,0.287725199,-0.180232529
08-05-2009,0,579,-0.458099042,-0.150106317
09-05-2009,1.52,503,-0.279571035,-0.19099189
10-05-2009,20.73,422,1.97669411,-0.234567304
11-05-2009,3.07,606,-0.097519448,-0.135581179
12-05-2009,3.92,702,0.002315293,-0.083936244
13-05-2009,3.41,770,-0.057585552,-0.047354415
14-05-2009,1.61,802,-0.269000297,-0.030139437
15-05-2009,1.63,718,-0.266651245,-0.075328755
16-05-2009,15.38,462,1.348322505,-0.213048581
17-05-2009,17.52,725,1.599671147,-0.071562978
18-05-2009,0,1020,-0.458099042,0.087137603
19-05-2009,0,915,-0.458099042,0.030650955
20-05-2009,0,592,-0.458099042,-0.143112732
21-05-2009,1.17,396,-0.320679457,-0.248554474
22-05-2009,9.67,322,0.677667952,-0.288364111
23-05-2009,37.69,425,3.968690822,-0.2329534
24-05-2009,13.19,848,1.091101232,-0.005392905
25-05-2009,10.07,2450,0.724649006,0.856431945
26-05-2009,4.72,4670,0.096277402,2.050721064
27-05-2009,2.83,4510,-0.125708081,1.964646173
28-05-2009,0.32,4170,-0.420514198,1.781737028
29-05-2009,0,2420,-0.458099042,0.840292903
30-05-2009,0,884,-0.458099042,0.013973945
31-05-2009,0,541,-0.458099042,-0.170549103
01-06-2009,0.05,423,-0.45222641,-0.234029336
02-06-2009,0.01,357,-0.456924515,-0.269535228
03-06-2009,0.18,312,-0.436957567,-0.293743792
04-06-2009,21.9,310,2.114113694,-0.294819728
05-06-2009,0.61,842,-0.386452934,-0.008620714
06-06-2009,0,1520,-0.458099042,0.356121639
07-06-2009,0,1310,-0.458099042,0.243148344
08-06-2009,0,776,-0.458099042,-0.044126606
09-06-2009,0,507,-0.458099042,-0.188840018
10-06-2009,0,342,-0.458099042,-0.27760475
11-06-2009,0,283,-0.458099042,-0.309344866
12-06-2009,0.31,250,-0.421688725,-0.327097812
13-06-2009,1.17,229,-0.320679457,-0.338395142
14-06-2009,0.08,211,-0.448702831,-0.348078567
15-06-2009,0,198,-0.458099042,-0.355072152
16-06-2009,0,186,-0.458099042,-0.361527769
17-06-2009,0,175,-0.458099042,-0.367445417
18-06-2009,0,166,-0.458099042,-0.37228713
19-06-2009,0,158,-0.458099042,-0.376590875
20-06-2009,0,149,-0.458099042,-0.381432587
21-06-2009,0,143,-0.458099042,-0.384660396
22-06-2009,0,137,-0.458099042,-0.387888204
23-06-2009,1.07,130,-0.332424721,-0.391653981
24-06-2009,0,123,-0.458099042,-0.395419757
25-06-2009,0.13,117,-0.442830199,-0.398647566
26-06-2009,0.02,113,-0.455749989,-0.400799438
27-06-2009,0.04,109,-0.453400936,-0.40295131
28-06-2009,0.69,105,-0.377056723,-0.405103183
29-06-2009,0.22,101,-0.432259462,-0.407255055
30-06-2009,0,96.1,-0.458099042,-0.409891098
01-07-2009,0.03,93.3,-0.454575463,-0.411397409
02-07-2009,0.03,91.1,-0.454575463,-0.412580939
03-07-2009,0,89.2,-0.458099042,-0.413603078
04-07-2009,0.18,87.7,-0.436957567,-0.41441003
05-07-2009,5.2,85.7,0.152654667,-0.415485966
06-07-2009,15.45,89,1.35654419,-0.413710672
07-07-2009,2.62,96.9,-0.150373135,-0.409460724
08-07-2009,0.36,117,-0.415816093,-0.398647566
09-07-2009,0,107,-0.458099042,-0.404027246
10-07-2009,0,95.7,-0.458099042,-0.410106286
11-07-2009,0.74,91.5,-0.371184091,-0.412365751
12-07-2009,13.73,92.1,1.154525655,-0.412042971
13-07-2009,7.78,95.2,0.455682469,-0.41037527
14-07-2009,2.17,128,-0.203226821,-0.392729917
15-07-2009,1.99,117,-0.224368295,-0.398647566
16-07-2009,10.9,119,0.822134694,-0.39757163
17-07-2009,1.18,129,-0.319504931,-0.392191949
18-07-2009,0.01,151,-0.456924515,-0.380356651
19-07-2009,0,111,-0.458099042,-0.401875374
20-07-2009,0,98.3,-0.458099042,-0.408707569
21-07-2009,5.77,95.7,0.21960267,-0.410106286
22-07-2009,6.91,101,0.353498675,-0.407255055
23-07-2009,0.09,119,-0.447528305,-0.39757163
24-07-2009,0,128,-0.458099042,-0.392729917
25-07-2009,0,115,-0.458099042,-0.399723502
26-07-2009,1.4,105,-0.293665351,-0.405103183
27-07-2009,5,102,0.12916414,-0.406717087
28-07-2009,15.83,124,1.401176192,-0.394881789
29-07-2009,9.35,117,0.640083108,-0.398647566
30-07-2009,8.88,129,0.584880369,-0.392191949
31-07-2009,11.61,143,0.905526066,-0.384660396
01-08-2009,7.33,197,0.402828783,-0.35561012
02-08-2009,5.45,211,0.182017826,-0.348078567
03-08-2009,0.91,200,-0.351217143,-0.353996216
04-08-2009,0.09,164,-0.447528305,-0.373363066
05-08-2009,0.1,156,-0.446353778,-0.377666811
06-08-2009,0.08,124,-0.448702831,-0.394881789
07-08-2009,0.01,117,-0.456924515,-0.398647566
08-08-2009,2.65,106,-0.146849555,-0.404565214
09-08-2009,7.19,104,0.386385414,-0.405641151
10-08-2009,1.79,102,-0.247858823,-0.406717087
11-08-2009,3.75,107,-0.017651655,-0.404027246
12-08-2009,0.79,104,-0.365311459,-0.405641151
13-08-2009,0.74,109,-0.371184091,-0.40295131
14-08-2009,0.42,105,-0.408768935,-0.405103183
15-08-2009,0.05,94.6,-0.45222641,-0.41069805
16-08-2009,1.36,91.5,-0.298363456,-0.412365751
17-08-2009,0.44,87.3,-0.406419882,-0.414625217
18-08-2009,8.17,88.2,0.501488997,-0.414141046
19-08-2009,4.14,87.4,0.028154873,-0.414571421
20-08-2009,14.05,86.6,1.192110499,-0.415001795
21-08-2009,24.04,118,2.365462336,-0.398109598
22-08-2009,0.33,237,-0.419339672,-0.334091397
23-08-2009,0.01,144,-0.456924515,-0.384122428
24-08-2009,0,119,-0.458099042,-0.39757163
25-08-2009,0,105,-0.458099042,-0.405103183
26-08-2009,0.01,98,-0.456924515,-0.408868959
27-08-2009,0.43,93.1,-0.407594408,-0.411505003
28-08-2009,0.12,90.9,-0.444004725,-0.412688532
29-08-2009,5.98,86.6,0.244267724,-0.415001795
30-08-2009,9.9,83.6,0.704682058,-0.416615699
31-08-2009,0.05,108,-0.45222641,-0.403489278
01-09-2009,0.12,105,-0.444004725,-0.405103183
02-09-2009,1.63,98.4,-0.266651245,-0.408653772
03-09-2009,0.09,89,-0.447528305,-0.413710672
04-09-2009,2.3,85.4,-0.187957978,-0.415647357
05-09-2009,7.93,83.2,0.473300365,-0.416830886
06-09-2009,9.03,88.2,0.602498264,-0.414141046
07-09-2009,0.88,110,-0.354740722,-0.402413342
08-09-2009,0.5,95.3,-0.399372724,-0.410321473
09-09-2009,0.84,89.3,-0.359438827,-0.413549281
10-09-2009,7.26,83.7,0.394607098,-0.416561902
11-09-2009,2.21,84.1,-0.198528715,-0.416346715
12-09-2009,5.03,91.1,0.132687719,-0.412580939
13-09-2009,11.08,94.8,0.843276169,-0.410590457
14-09-2009,11.17,115,0.853846906,-0.399723502
15-09-2009,17.23,114,1.565609883,-0.40026147
16-09-2009,14.82,110,1.282549029,-0.402413342
17-09-2009,11.11,279,0.846799748,-0.311496738
18-09-2009,19.64,278,1.848670736,-0.312034706
19-09-2009,5.88,384,0.23252246,-0.255010091
20-09-2009,3.05,265,-0.099868501,-0.319028291
21-09-2009,5.17,208,0.149131088,-0.349692471
22-09-2009,30.19,163,3.08779605,-0.373901034
23-09-2009,11.67,199,0.912573224,-0.354534184
24-09-2009,0.8,560,-0.364136933,-0.16032771
25-09-2009,7.12,759,0.378163729,-0.053272064
26-09-2009,14.19,655,1.208553868,-0.109220743
27-09-2009,0.01,475,-0.456924515,-0.206054996
28-09-2009,0,309,-0.458099042,-0.295357696
29-09-2009,0,233,-0.458099042,-0.336243269
30-09-2009,0,196,-0.458099042,-0.356148088
01-10-2009,0.97,173,-0.344169985,-0.368521354
02-10-2009,15.85,196,1.403525244,-0.356148088
03-10-2009,0.02,230,-0.455749989,-0.337857174
04-10-2009,14.7,226,1.268454713,-0.340009046
05-10-2009,4.19,346,0.034027505,-0.275452877
06-10-2009,3.14,559,-0.089297764,-0.160865678
07-10-2009,3.45,745,-0.052887446,-0.060803617
08-10-2009,0.2,503,-0.434608515,-0.19099189
09-10-2009,5.87,372,0.231347934,-0.261465707
10-10-2009,1.48,304,-0.28426914,-0.298047536
11-10-2009,2.49,262,-0.165641977,-0.320642195
12-10-2009,16.56,249,1.486916616,-0.32763578
13-10-2009,18.25,504,1.685411572,-0.190453922
14-10-2009,12.78,1450,1.042945651,0.318463874
15-10-2009,9.02,2480,0.601323738,0.872570987
16-10-2009,0.42,2930,-0.408768935,1.11465662
17-10-2009,0,2080,-0.458099042,0.657383759
18-10-2009,0,1100,-0.458099042,0.130175049
19-10-2009,0,566,-0.458099042,-0.157099902
20-10-2009,0,427,-0.458099042,-0.231877463
21-10-2009,0,352,-0.458099042,-0.272225069
22-10-2009,5.02,305,0.131513193,-0.297509568
23-10-2009,3.8,299,-0.011779024,-0.300737377
24-10-2009,0,293,-0.458099042,-0.303965185
25-10-2009,0,274,-0.458099042,-0.314186578
26-10-2009,0.26,261,-0.427561356,-0.321180163
27-10-2009,5.65,254,0.205508354,-0.32494594
28-10-2009,0.08,265,-0.448702831,-0.319028291
29-10-2009,2.13,256,-0.207924926,-0.323870004
30-10-2009,17.24,257,1.566784409,-0.323332036
31-10-2009,7.91,507,0.470951312,-0.188840018
01-11-2009,0,926,-0.458099042,0.036568604
02-11-2009,0,1220,-0.458099042,0.194731217
03-11-2009,0,845,-0.458099042,-0.00700681
04-11-2009,0,442,-0.458099042,-0.223807942
05-11-2009,0,308,-0.458099042,-0.295895664
06-11-2009,0,244,-0.458099042,-0.330325621
07-11-2009,0,210,-0.458099042,-0.348616535
08-11-2009,0.02,191,-0.455749989,-0.358837928
09-11-2009,14.21,176,1.210902921,-0.366907449
10-11-2009,26.15,199,2.613287399,-0.354534184
11-11-2009,0,253,-0.458099042,-0.325483908
12-11-2009,0,236,-0.458099042,-0.334629365
13-11-2009,0,211,-0.458099042,-0.348078567
14-11-2009,0,195,-0.458099042,-0.356686056
15-11-2009,0,183,-0.458099042,-0.363141673
16-11-2009,3.88,170,-0.002382813,-0.370135258
17-11-2009,0.15,166,-0.440481146,-0.37228713
18-11-2009,0,165,-0.458099042,-0.372825098
19-11-2009,0,163,-0.458099042,-0.373901034
20-11-2009,0,163,-0.458099042,-0.373901034
21-11-2009,4.76,163,0.100975507,-0.373901034
22-11-2009,3.41,185,-0.057585552,-0.362065737
23-11-2009,0.1,196,-0.446353778,-0.356148088
24-11-2009,0,187,-0.458099042,-0.360989801
25-11-2009,0,180,-0.458099042,-0.364755577
26-11-2009,0,174,-0.458099042,-0.367983386
27-11-2009,0,165,-0.458099042,-0.372825098
28-11-2009,0,158,-0.458099042,-0.376590875
29-11-2009,0.39,155,-0.412292514,-0.378204779
30-11-2009,9.47,164,0.654177424,-0.373363066
01-12-2009,15.92,191,1.411746929,-0.358837928
02-12-2009,15.17,340,1.323657452,-0.278680686
03-12-2009,0,471,-0.458099042,-0.208206868
04-12-2009,3.56,570,-0.039967656,-0.154948029
05-12-2009,0.07,470,-0.449877357,-0.208744836
06-12-2009,0.21,348,-0.433433988,-0.274376941
07-12-2009,10.78,332,0.808040378,-0.28298443
08-12-2009,29.69,561,3.029069732,-0.159789742
09-12-2009,2.65,925,-0.146849555,0.036030636
10-12-2009,0,2180,-0.458099042,0.711180566
11-12-2009,1.27,3130,-0.308934194,1.222250234
12-12-2009,32.93,3190,3.409616273,1.254528318
13-12-2009,15.31,3410,1.340100821,1.372881294
14-12-2009,33.36,3030,3.460120907,1.168453427
15-12-2009,23.53,6120,2.305561492,2.830774768
16-12-2009,0,6920,-0.458099042,3.261149225
17-12-2009,23.3,6040,2.278547385,2.787737322
18-12-2009,29.79,7250,3.040814995,3.438678689
19-12-2009,0,6790,-0.458099042,3.191213376
20-12-2009,0,5340,-0.458099042,2.411159672
21-12-2009,0,3790,-0.458099042,1.577309161
22-12-2009,0,2210,-0.458099042,0.727319608
23-12-2009,0.74,1210,-0.371184091,0.189351537
24-12-2009,33.97,1290,3.531767015,0.232388982
25-12-2009,0.12,3750,-0.444004725,1.555790438
26-12-2009,0,4140,-0.458099042,1.765597986
27-12-2009,0.01,3500,-0.456924515,1.42129842
28-12-2009,0,2390,-0.458099042,0.824153861
29-12-2009,0,1250,-0.458099042,0.210870259
30-12-2009,15.54,911,1.367114927,0.028499083
31-12-2009,1.12,1240,-0.326552089,0.205490579
01-01-2010,2.63,1350,-0.149198608,0.264667067
02-01-2010,0,1360,-0.458099042,0.270046747
03-01-2010,0,1060,-0.458099042,0.108656326
04-01-2010,0,853,-0.458099042,-0.002703065
05-01-2010,0,719,-0.458099042,-0.074790787
06-01-2010,0,637,-0.458099042,-0.118904168
07-01-2010,6.88,601,0.349975096,-0.138271019
08-01-2010,0,665,-0.458099042,-0.103841062
09-01-2010,0,656,-0.458099042,-0.108682775
10-01-2010,0,616,-0.458099042,-0.130201498
11-01-2010,0,573,-0.458099042,-0.153334125
12-01-2010,0,521,-0.458099042,-0.181308465
13-01-2010,0,503,-0.458099042,-0.19099189
14-01-2010,0,481,-0.458099042,-0.202827188
15-01-2010,1.02,463,-0.338297353,-0.212510613
16-01-2010,11.14,458,0.850323327,-0.215200453
17-01-2010,0.47,567,-0.402896303,-0.156561933
18-01-2010,0,650,-0.458099042,-0.111910584
19-01-2010,0,702,-0.458099042,-0.083936244
20-01-2010,26.86,656,2.696678771,-0.108682775
21-01-2010,18.71,2870,1.739439784,1.082378535
22-01-2010,0,4970,-0.458099042,2.212111486
23-01-2010,4.91,5080,0.118593403,2.271287974
24-01-2010,20.16,4420,1.909746107,1.916229046
25-01-2010,0.05,2960,-0.45222641,1.130795662
26-01-2010,0,2410,-0.458099042,0.834913222
27-01-2010,0,1510,-0.458099042,0.350741958
28-01-2010,0,942,-0.458099042,0.045176093
29-01-2010,19.55,788,1.838099999,-0.03767099
30-01-2010,1.44,2040,-0.288967245,0.635865036
31-01-2010,0,3480,-0.458099042,1.410539059
01-02-2010,1.23,3200,-0.313632299,1.259907999
02-02-2010,0,2280,-0.458099042,0.764977373
03-02-2010,0.43,1380,-0.407594408,0.280806109
04-02-2010,73.12,1670,8.130037728,0.436816849
05-02-2010,3.08,7100,-0.096344922,3.357983478
06-02-2010,0.01,6770,-0.456924515,3.180454014
07-02-2010,0,7520,-0.458099042,3.583930068
08-02-2010,0.21,5260,-0.433433988,2.368122226
09-02-2010,14.29,3210,1.220299132,1.26528768
10-02-2010,0,2730,-0.458099042,1.007063005
11-02-2010,1.29,2170,-0.306585141,0.705800885
12-02-2010,8.79,1590,0.574309632,0.393779404
13-02-2010,0.56,1490,-0.392325565,0.339982597
14-02-2010,8.12,1540,0.495616365,0.366881
15-02-2010,1.21,2220,-0.315981352,0.732699289
16-02-2010,0,2310,-0.458099042,0.781116415
17-02-2010,0,1870,-0.458099042,0.544410464
18-02-2010,0,1310,-0.458099042,0.243148344
19-02-2010,0,1020,-0.458099042,0.087137603
20-02-2010,0,870,-0.458099042,0.006442392
21-02-2010,7.28,787,0.396956151,-0.038208958
22-02-2010,8.56,930,0.547295525,0.038720477
23-02-2010,2.16,1400,-0.204401347,0.29156547
24-02-2010,1.61,1210,-0.269000297,0.189351537
25-02-2010,0,1100,-0.458099042,0.130175049
26-02-2010,0.5,972,-0.399372724,0.061315136
27-02-2010,2.48,866,-0.166816504,0.00429052
28-02-2010,0,803,-0.458099042,-0.029601469
01-03-2010,23.11,735,2.256231384,-0.066183297
02-03-2010,10.94,3090,0.8268328,1.200731511
03-03-2010,0.01,4560,-0.456924515,1.991544576
04-03-2010,0,4320,-0.458099042,1.862432239
05-03-2010,0,3160,-0.458099042,1.238389276
06-03-2010,0.01,1740,-0.456924515,0.474474615
07-03-2010,0,1040,-0.458099042,0.097896964
08-03-2010,0,835,-0.458099042,-0.01238649
09-03-2010,21.46,806,2.062434534,-0.027987564
10-03-2010,18.54,5020,1.719472836,2.239009889
11-03-2010,10.87,6590,0.818611115,3.083619762
12-03-2010,2.92,7000,-0.115137344,3.304186671
13-03-2010,0.02,6120,-0.455749989,2.830774768
14-03-2010,0,3710,-0.458099042,1.534271715
15-03-2010,0,1710,-0.458099042,0.458335572
16-03-2010,0.01,1070,-0.456924515,0.114036007
17-03-2010,0.22,878,-0.432259462,0.010746137
18-03-2010,0.01,769,-0.456924515,-0.047892383
19-03-2010,0,699,-0.458099042,-0.085550148
20-03-2010,1.8,645,-0.246684296,-0.114600424
21-03-2010,20.56,840,1.956727162,-0.00969665
22-03-2010,0.1,1270,-0.446353778,0.221629621
23-03-2010,0.01,1530,-0.456924515,0.361501319
24-03-2010,0.05,1110,-0.45222641,0.135554729
25-03-2010,6.04,831,0.251314882,-0.014538363
26-03-2010,0.01,819,-0.456924515,-0.020993979
27-03-2010,0.02,964,-0.455749989,0.057011391
28-03-2010,0.29,809,-0.424037777,-0.02637366
29-03-2010,0,644,-0.458099042,-0.115138392
30-03-2010,0,551,-0.458099042,-0.165169423
31-03-2010,0,502,-0.458099042,-0.191529858
01-04-2010,0,463,-0.458099042,-0.212510613
02-04-2010,0.49,434,-0.40054725,-0.228111687
03-04-2010,20.43,788,1.941458319,-0.03767099
04-04-2010,1.15,1980,-0.32302851,0.603586952
05-04-2010,0,2220,-0.458099042,0.732699289
06-04-2010,0,1390,-0.458099042,0.286185789
07-04-2010,3.33,810,-0.066981763,-0.025835692
08-04-2010,17.57,1000,1.605543779,0.076378242
09-04-2010,0,2010,-0.458099042,0.619725994
10-04-2010,0,2100,-0.458099042,0.66814312
11-04-2010,0,1290,-0.458099042,0.232388982
12-04-2010,0,674,-0.458099042,-0.09899935
13-04-2010,0.02,528,-0.455749989,-0.177542688
14-04-2010,0.19,451,-0.435783041,-0.21896623
15-04-2010,0.01,404,-0.456924515,-0.244250729
16-04-2010,0,370,-0.458099042,-0.262541644
17-04-2010,0,344,-0.458099042,-0.276528813
18-04-2010,0,325,-0.458099042,-0.286750207
19-04-2010,0.07,306,-0.449877357,-0.2969716
20-04-2010,0.56,293,-0.392325565,-0.303965185
21-04-2010,0,284,-0.458099042,-0.308806898
22-04-2010,0,271,-0.458099042,-0.315800483
23-04-2010,10.16,263,0.735219744,-0.320104227
24-04-2010,27.34,401,2.753056036,-0.245864633
25-04-2010,0,726,-0.458099042,-0.07102501
26-04-2010,0,1020,-0.458099042,0.087137603
27-04-2010,0.82,584,-0.36178788,-0.147416476
28-04-2010,0,384,-0.458099042,-0.255010091
29-04-2010,0.01,318,-0.456924515,-0.290515983
30-04-2010,3.14,279,-0.089297764,-0.311496738
01-05-2010,4.17,259,0.031678452,-0.322256099
02-05-2010,25.48,300,2.534594133,-0.300199409
03-05-2010,2.71,669,-0.139802397,-0.10168919
04-05-2010,0.02,1240,-0.455749989,0.205490579
05-05-2010,0,1190,-0.458099042,0.178592175
06-05-2010,0,623,-0.458099042,-0.126435721
07-05-2010,0.24,394,-0.429910409,-0.24963041
08-05-2010,3.08,314,-0.096344922,-0.292667856
09-05-2010,0,272,-0.458099042,-0.315262515
10-05-2010,0.02,245,-0.455749989,-0.329787652
11-05-2010,0.02,226,-0.455749989,-0.340009046
12-05-2010,0,211,-0.458099042,-0.348078567
13-05-2010,0,201,-0.458099042,-0.353458248
14-05-2010,0,192,-0.458099042,-0.35829996
15-05-2010,4.37,186,0.055168979,-0.361527769
16-05-2010,24.93,258,2.469995183,-0.322794068
17-05-2010,6.03,434,0.250140355,-0.228111687
18-05-2010,3.44,618,-0.054061973,-0.129125562
19-05-2010,0.3,664,-0.422863251,-0.104379031
20-05-2010,28.92,413,2.938631202,-0.239409016
21-05-2010,10.5,876,0.77515364,0.009670201
22-05-2010,0.13,1280,-0.442830199,0.227009302
23-05-2010,0.02,1310,-0.455749989,0.243148344
24-05-2010,0.7,681,-0.375882196,-0.095233573
25-05-2010,8.94,403,0.591927527,-0.244788697
26-05-2010,0.05,354,-0.45222641,-0.271149133
27-05-2010,1.1,304,-0.328901142,-0.298047536
28-05-2010,2.48,289,-0.166816504,-0.306117057
29-05-2010,3.65,273,-0.029396919,-0.314724546
30-05-2010,4.5,239,0.070437822,-0.333015461
31-05-2010,3.08,219,-0.096344922,-0.343774822
01-06-2010,3.51,230,-0.045840288,-0.337857174
02-06-2010,6,220,0.246616776,-0.343236854
03-06-2010,4,211,0.011711504,-0.348078567
04-06-2010,5.77,197,0.21960267,-0.35561012
05-06-2010,5.39,203,0.174970668,-0.352382311
06-06-2010,0.64,205,-0.382929355,-0.351306375
07-06-2010,0,211,-0.458099042,-0.348078567
08-06-2010,0.01,207,-0.456924515,-0.350230439
09-06-2010,0.06,178,-0.451051884,-0.365831513
10-06-2010,0.22,163,-0.432259462,-0.373901034
11-06-2010,1.43,154,-0.290141772,-0.378742747
12-06-2010,0.27,167,-0.42638683,-0.371749162
13-06-2010,0.02,156,-0.455749989,-0.377666811
14-06-2010,0.03,143,-0.454575463,-0.384660396
15-06-2010,13.21,140,1.093450284,-0.3862743
16-06-2010,1.32,319,-0.303061562,-0.289978015
17-06-2010,5.39,215,0.174970668,-0.345926695
18-06-2010,1.2,303,-0.317155878,-0.298585504
19-06-2010,7.97,231,0.47799847,-0.337319205
20-06-2010,0,270,-0.458099042,-0.316338451
21-06-2010,0.31,200,-0.421688725,-0.353996216
22-06-2010,3.14,173,-0.089297764,-0.368521354
23-06-2010,3.69,165,-0.024698814,-0.372825098
24-06-2010,0.11,228,-0.445179252,-0.33893311
25-06-2010,1.13,181,-0.325377563,-0.364217609
26-06-2010,0.13,147,-0.442830199,-0.382508524
27-06-2010,0.06,132,-0.451051884,-0.390578045
28-06-2010,4.17,123,0.031678452,-0.395419757
29-06-2010,5.14,122,0.145607509,-0.395957725
30-06-2010,18.94,117,1.766453891,-0.398647566
01-07-2010,2.76,122,-0.133929765,-0.395957725
02-07-2010,1.13,172,-0.325377563,-0.369059322
03-07-2010,0.02,295,-0.455749989,-0.302889249
04-07-2010,0,309,-0.458099042,-0.295357696
05-07-2010,6.92,221,0.354673202,-0.342698886
06-07-2010,7.9,184,0.469776785,-0.362603705
07-07-2010,0.98,175,-0.342995458,-0.367445417
08-07-2010,0.85,159,-0.358264301,-0.376052907
09-07-2010,8.05,143,0.487394681,-0.384660396
10-07-2010,1.24,135,-0.312457773,-0.38896414
11-07-2010,1.53,129,-0.278396508,-0.392191949
12-07-2010,0.11,121,-0.445179252,-0.396495693
13-07-2010,0.02,119,-0.455749989,-0.39757163
14-07-2010,1.79,111,-0.247858823,-0.401875374
15-07-2010,0.81,104,-0.362962406,-0.405641151
16-07-2010,15.02,105,1.306039556,-0.405103183
17-07-2010,8.2,113,0.505012576,-0.400799438
18-07-2010,12.48,106,1.00770986,-0.404565214
19-07-2010,1.17,133,-0.320679457,-0.390040077
20-07-2010,1.84,198,-0.241986191,-0.355072152
21-07-2010,0.11,186,-0.445179252,-0.361527769
22-07-2010,0,165,-0.458099042,-0.372825098
23-07-2010,0.03,132,-0.454575463,-0.390578045
24-07-2010,7.05,115,0.369942045,-0.399723502
25-07-2010,4.14,109,0.028154873,-0.40295131
26-07-2010,6.01,107,0.247791303,-0.404027246
27-07-2010,9.48,112,0.655351951,-0.401337406
28-07-2010,2.44,141,-0.171514609,-0.385736332
29-07-2010,0.72,169,-0.373533144,-0.370673226
30-07-2010,0.63,154,-0.384103881,-0.378742747
31-07-2010,0.08,155,-0.448702831,-0.378204779
01-08-2010,0.01,133,-0.456924515,-0.390040077
02-08-2010,1.42,113,-0.291316298,-0.400799438
03-08-2010,4.08,100,0.021107715,-0.407793023
04-08-2010,8.29,96.1,0.515583314,-0.409891098
05-08-2010,6.89,93,0.351149623,-0.411558799
06-08-2010,0.58,247,-0.389976513,-0.328711716
07-08-2010,3.61,202,-0.034095025,-0.35292028
08-08-2010,5.79,163,0.221951723,-0.373901034
09-08-2010,1.95,164,-0.229066401,-0.373363066
10-08-2010,2.34,122,-0.183259873,-0.395957725
11-08-2010,0.03,106,-0.454575463,-0.404565214
12-08-2010,2.54,96.6,-0.159769345,-0.409622114
13-08-2010,20.07,144,1.89917537,-0.384122428
14-08-2010,10.12,243,0.730521638,-0.330863589
15-08-2010,10.5,356,0.77515364,-0.270073197
16-08-2010,4.36,331,0.053994453,-0.283522398
17-08-2010,10.29,228,0.750488586,-0.33893311
18-08-2010,9.73,300,0.68471511,-0.300199409
19-08-2010,11.7,439,0.916096804,-0.225421847
20-08-2010,1.18,1240,-0.319504931,0.205490579
21-08-2010,1.24,1990,-0.312457773,0.608966632
22-08-2010,16.91,2090,1.528025039,0.66276344
23-08-2010,0.14,707,-0.441655673,-0.081246403
24-08-2010,0,719,-0.458099042,-0.074790787
25-08-2010,0,936,-0.458099042,0.041948285
26-08-2010,0.01,402,-0.456924515,-0.245326665
27-08-2010,5.24,282,0.157352773,-0.309882834
28-08-2010,8.71,248,0.564913421,-0.328173748
29-08-2010,6.9,225,0.352324149,-0.340547014
30-08-2010,10.14,213,0.732870691,-0.347002631
31-08-2010,0.27,235,-0.42638683,-0.335167333
01-09-2010,0.02,214,-0.455749989,-0.346464663
02-09-2010,0.02,190,-0.455749989,-0.359375896
03-09-2010,0.62,175,-0.385278407,-0.367445417
04-09-2010,0,162,-0.458099042,-0.374439002
05-09-2010,0,151,-0.458099042,-0.380356651
06-09-2010,0.02,141,-0.455749989,-0.385736332
07-09-2010,0.02,136,-0.455749989,-0.388426172
08-09-2010,0.01,131,-0.456924515,-0.391116013
09-09-2010,0.01,128,-0.456924515,-0.392729917
10-09-2010,0,124,-0.458099042,-0.394881789
11-09-2010,0.47,122,-0.402896303,-0.395957725
12-09-2010,0.02,120,-0.455749989,-0.397033661
13-09-2010,0,114,-0.458099042,-0.40026147
14-09-2010,0.01,109,-0.456924515,-0.40295131
15-09-2010,0.14,105,-0.441655673,-0.405103183
16-09-2010,0,105,-0.458099042,-0.405103183
17-09-2010,0.03,102,-0.454575463,-0.406717087
18-09-2010,0.55,98.1,-0.393500092,-0.408815162
19-09-2010,0.85,96.3,-0.358264301,-0.409783505
